Requestor GPN,EmployeeStatusDesc,Country,Designation,Badge Type,Badge Status,Domain,Sub Domain,Key-Badge_SD,Badge Classification,Badge earned,Department,Initiate a badge date,Time Lapse
GPN 8411,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,12/20/2019,SL 26,12/16/2019,4
GPN 8412,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,5/21/2020,SL 20,3/4/2020,78
GPN 8413,Active,Country 3,Rank 6,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,4/3/2019,SL 26,3/30/2019,4
GPN 8414,Active,Country 3,Rank 6,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,4/24/2019,SL 26,3/31/2019,24
GPN 8415,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,6/23/2020,SL 20,3/10/2020,105
GPN 8416,Active,Country 3,Rank 9,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,4/14/2020,SL 20,2/5/2020,69
GPN 8417,Active,Country 3,Rank 7,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,6/10/2020,SL 26,8/9/2019,306
GPN 8418,Active,Country 3,Rank 7,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,12/30/2019,SL 26,8/12/2019,140
GPN 8419,Active,Country 3,Rank 8,Bronze,Approved,Sector,BCM - Investment Banking & Capital Markets,BCM - Investment Banking & Capital MarketsBronze,BUSINESS,6/29/2020,SL 2,6/5/2020,24
GPN 842,Active,Country 3,Rank 6,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,6/29/2020,SL 26,11/1/2019,241
GPN 8420,Active,Country 3,Rank 6,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,5/17/2020,SL 20,2/22/2019,450
GPN 8421,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,6/1/2020,SL 20,4/29/2020,33
GPN 8422,Terminated,Country 3,Rank 8,Silver,Approved,Analytics,Data science,Data scienceSilver,TECHNOLOGY,9/24/2018,SL 20,4/21/2018,156
GPN 8423,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/30/2020,SL 2,12/13/2019,139
GPN 8424,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,2/23/2020,SL 2,2/21/2020,2
GPN 8425,Active,Country 3,Rank 13,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/18/2020,SL 15,5/18/2020,0
GPN 8426,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,4/20/2020,SL 20,1/1/2020,110
GPN 8427,Terminated,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,2/23/2019,SL 26,2/22/2019,1
GPN 8428,Terminated,Country 3,Rank 9,Silver,Approved,Emerging Technology,Robotic process automation,Robotic process automationSilver,TECHNOLOGY,6/20/2019,SL 26,2/22/2019,118
GPN 8429,Terminated,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,1/27/2020,SL 26,1/24/2020,3
GPN 843,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,6/27/2018,SL 20,6/21/2018,6
GPN 8430,Terminated,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,3/21/2018,SL 26,2/12/2018,37
GPN 8431,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/17/2019,SL 25,4/9/2019,8
GPN 8432,Active,Country 3,Rank 8,Silver,Approved,Analytics,Data visualization,Data visualizationSilver,TECHNOLOGY,6/9/2020,SL 25,2/18/2020,112
GPN 8433,Active,Country 3,Rank 9,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,3/12/2019,SL 20,2/15/2019,25
GPN 8434,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,1/15/2020,SL 20,1/6/2020,9
GPN 8435,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,3/6/2020,SL 20,1/14/2020,52
GPN 8436,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,5/30/2018,SL 20,4/28/2018,32
GPN 8437,Terminated,Country 3,Rank 7,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,5/27/2019,SL 26,2/21/2019,95
GPN 8438,Active,Country 3,Rank 7,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,5/26/2020,SL 26,3/5/2019,448
GPN 8439,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,11/29/2019,SL 2,8/27/2019,94
GPN 844,Active,Country 3,Rank 8,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,2/25/2020,SL 20,1/22/2020,34
GPN 8440,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,5/21/2020,SL 20,3/11/2020,71
GPN 8441,Active,Country 3,Rank 8,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,5/16/2020,SL 20,5/5/2020,11
GPN 8442,Active,Country 3,Rank 8,Silver,Approved,Emerging Technology,Robotic process automation,Robotic process automationSilver,TECHNOLOGY,1/19/2020,SL 26,10/16/2019,95
GPN 8443,Active,Country 3,Rank 14,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/7/2020,SL 7,10/29/2019,191
GPN 8444,Active,Country 3,Rank 14,Silver,Approved,Analytics,Data visualization,Data visualizationSilver,TECHNOLOGY,6/9/2020,SL 7,5/11/2020,29
GPN 8445,Active,Country 3,Rank 7,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,4/23/2019,SL 25,1/16/2019,97
GPN 8446,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,11/6/2019,SL 26,5/19/2019,171
GPN 8447,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,4/28/2020,SL 20,4/27/2020,1
GPN 8448,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,4/24/2019,SL 26,4/17/2019,7
GPN 8449,Active,Country 3,Rank 9,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,4/12/2020,SL 20,7/29/2019,258
GPN 845,Active,Country 3,Rank 8,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,4/28/2020,SL 20,2/24/2020,64
GPN 8450,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,1/13/2020,SL 20,12/4/2019,40
GPN 8451,Active,Country 3,Rank 13,Bronze,Approved,Transformative leadership,Teaming,TeamingBronze,LEADERSHIP,3/30/2020,SL 20,2/25/2020,34
GPN 8452,Active,Country 3,Rank 8,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,5/12/2020,SL 20,4/29/2020,13
GPN 8453,Active,Country 3,Rank 7,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,6/5/2020,SL 20,4/29/2020,37
GPN 8454,Active,Country 3,Rank 8,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,6/5/2020,SL 20,5/3/2020,33
GPN 8455,Active,Country 3,Rank 8,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,12/3/2019,SL 20,5/13/2019,204
GPN 8456,Terminated,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/11/2020,SL 20,3/16/2020,56
GPN 8457,Active,Country 3,Rank 9,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,1/29/2020,SL 20,1/17/2020,12
GPN 8458,Active,Country 3,Rank 9,Bronze,Approved,Transformative leadership,Teaming,TeamingBronze,LEADERSHIP,4/17/2020,SL 26,1/27/2020,81
GPN 8459,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,3/26/2020,SL 20,2/21/2019,399
GPN 846,Active,Country 3,Rank 8,Bronze,Approved,Sector,Oil & Gas,Oil & GasBronze,BUSINESS,5/8/2020,SL 20,4/27/2020,11
GPN 8460,Active,Country 3,Rank 12,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/15/2020,SL 20,5/1/2020,14
GPN 8461,Active,Country 3,Rank 7,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,5/4/2020,SL 26,11/20/2019,166
GPN 8462,Active,Country 3,Rank 7,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,6/30/2020,SL 26,3/14/2020,108
GPN 8463,Active,Country 3,Rank 15,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/15/2020,SL 9,2/10/2020,126
GPN 8464,Active,Country 3,Rank 9,Bronze,Approved,Sector,Power & Utilities,Power & UtilitiesBronze,BUSINESS,7/8/2020,SL 20,12/5/2019,216
GPN 8465,Active,Country 3,Rank 14,Bronze,Approved,Emerging Technology,Blockchain,BlockchainBronze,TECHNOLOGY,9/3/2018,SL 6,6/26/2018,69
GPN 8466,Active,Country 3,Rank 14,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,5/7/2020,SL 6,2/5/2020,92
GPN 8467,Active,Country 3,Rank 8,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,4/24/2020,SL 20,8/20/2019,248
GPN 8468,Active,Country 3,Rank 1,Bronze,Approved,Sector,Government & Public Sector,Government & Public SectorBronze,BUSINESS,5/6/2020,SL 15,1/27/2020,100
GPN 8469,Active,Country 3,Rank 1,Silver,Approved,Transformative leadership,Inclusion and Belonging,Inclusion and BelongingSilver,LEADERSHIP,6/22/2020,SL 15,1/29/2020,145
GPN 847,Active,Country 3,Rank 9,Bronze,Approved,Sector,Oil & Gas,Oil & GasBronze,BUSINESS,5/7/2020,SL 20,3/17/2020,51
GPN 8470,Active,Country 3,Rank 1,Bronze,Approved,Emerging Technology,Blockchain,BlockchainBronze,TECHNOLOGY,5/19/2020,SL 15,3/19/2020,61
GPN 8471,Active,Country 3,Rank 8,Silver,Approved,Analytics,Data science,Data scienceSilver,TECHNOLOGY,6/30/2020,SL 20,5/15/2020,46
GPN 8472,Active,Country 3,Rank 6,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,2/15/2019,SL 26,8/30/2018,169
GPN 8473,Active,Country 3,Rank 7,Bronze,Approved,Sector,BCM - Corporate & Commercial Banking,BCM - Corporate & Commercial BankingBronze,BUSINESS,3/4/2020,SL 20,11/26/2019,99
GPN 8474,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,2/6/2018,SL 3,12/11/2017,57
GPN 8475,Active,Country 3,Rank 9,Silver,Approved,Emerging Technology,Robotic process automation,Robotic process automationSilver,TECHNOLOGY,6/5/2019,SL 3,5/27/2019,9
GPN 8476,Terminated,Country 3,Rank 14,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,1/7/2019,SL 8,10/3/2018,96
GPN 8477,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,4/28/2020,SL 20,12/6/2018,509
GPN 8478,Active,Country 3,Rank 14,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,2/7/2019,SL 8,1/1/2019,37
GPN 8479,Active,Country 3,Rank 8,Bronze,Approved,Sector,WAM - Financial products,WAM - Financial productsBronze,BUSINESS,4/8/2019,SL 25,3/12/2019,27
GPN 848,Active,Country 3,Rank 14,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,1/22/2020,SL 26,9/24/2019,120
GPN 8480,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/4/2020,SL 20,5/14/2019,387
GPN 8481,Active,Country 3,Rank 8,Bronze,Approved,Transformative leadership,Wellbeing,WellbeingBronze,LEADERSHIP,6/30/2020,SL 26,6/11/2020,19
GPN 8482,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,1/21/2020,SL 20,1/21/2020,0
GPN 8483,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,5/15/2019,SL 26,2/23/2019,81
GPN 8484,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,3/13/2020,SL 26,2/26/2020,16
GPN 8485,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,1/24/2020,SL 20,1/16/2020,8
GPN 8486,Active,Country 3,Rank 7,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,7/8/2020,SL 26,11/15/2019,236
GPN 8487,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,6/1/2020,SL 20,5/31/2020,1
GPN 8488,Terminated,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,10/26/2018,SL 20,10/11/2018,15
GPN 8489,Terminated,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,7/25/2018,SL 20,4/17/2018,99
GPN 849,Active,Country 3,Rank 7,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,1/20/2020,SL 26,11/29/2019,52
GPN 8490,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/1/2020,SL 20,1/16/2020,137
GPN 8491,Active,Country 3,Rank 7,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,2/28/2020,SL 20,6/18/2019,255
GPN 8492,Active,Country 3,Rank 7,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,7/7/2020,SL 20,7/6/2020,1
GPN 8493,Active,Country 3,Rank 14,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,3/11/2020,SL 6,2/6/2020,34
GPN 8494,Active,Country 3,Rank 14,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,4/27/2020,SL 6,3/31/2020,27
GPN 8495,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/29/2020,SL 26,11/8/2019,173
GPN 8496,Active,Country 3,Rank 9,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,3/11/2019,SL 20,2/14/2019,25
GPN 8497,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,3/30/2020,SL 20,10/21/2019,161
GPN 8498,Active,Country 3,Rank 8,Silver,Approved,Analytics,Data science,Data scienceSilver,TECHNOLOGY,3/24/2020,SL 20,1/8/2020,76
GPN 8499,Active,Country 3,Rank 9,Bronze,Approved,Sector,BCM - Corporate & Commercial Banking,BCM - Corporate & Commercial BankingBronze,BUSINESS,3/28/2020,SL 20,3/23/2020,5
GPN 85,Terminated,Country 3,Rank 1,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,9/16/2019,SL 9,5/2/2019,137
GPN 850,Active,Country 3,Rank 7,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,3/30/2020,SL 20,8/20/2019,223
GPN 8500,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,5/8/2020,SL 20,4/16/2020,22
GPN 8501,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,2/14/2020,SL 20,11/13/2019,93
GPN 8502,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/29/2020,SL 20,12/11/2019,140
GPN 8503,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Blockchain,BlockchainBronze,TECHNOLOGY,4/9/2019,SL 20,6/26/2018,287
GPN 8504,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,2/20/2020,SL 20,11/18/2019,94
GPN 8505,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,4/14/2020,SL 20,2/3/2020,71
GPN 8506,Active,Country 3,Rank 15,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,3/23/2020,SL 9,2/27/2020,25
GPN 8507,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,4/14/2020,SL 26,3/30/2020,15
GPN 8508,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/16/2020,SL 26,4/13/2020,3
GPN 8509,Active,Country 3,Rank 14,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/8/2020,SL 9,2/11/2020,118
GPN 851,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/30/2020,SL 26,6/30/2020,0
GPN 8510,Active,Country 3,Rank 14,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,6/8/2020,SL 9,4/5/2020,64
GPN 8511,Active,Country 3,Rank 7,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,2/19/2020,SL 20,11/7/2019,104
GPN 8512,Active,Country 3,Rank 8,Bronze,Approved,Sector,WAM - Wealth management,WAM - Wealth managementBronze,BUSINESS,1/16/2020,SL 20,11/29/2019,48
GPN 8513,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,4/27/2020,SL 20,12/20/2019,129
GPN 8514,Active,Country 3,Rank 9,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,11/22/2019,SL 20,9/10/2019,73
GPN 8515,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/29/2020,SL 20,3/9/2020,51
GPN 8516,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,4/24/2019,SL 26,4/24/2019,0
GPN 8517,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/11/2020,SL 26,1/2/2020,130
GPN 8518,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,3/5/2020,SL 20,10/10/2019,147
GPN 8519,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,2/11/2020,SL 20,12/20/2019,53
GPN 852,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/24/2020,SL 25,3/25/2020,30
GPN 8520,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,5/6/2020,SL 20,2/11/2020,85
GPN 8521,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/2/2020,SL 20,2/27/2020,96
GPN 8522,Active,Country 3,Rank 8,Bronze,Approved,Sector,BCM - Investment Banking & Capital Markets,BCM - Investment Banking & Capital MarketsBronze,BUSINESS,5/8/2020,SL 20,1/13/2020,116
GPN 8523,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,6/20/2019,SL 2,5/7/2019,44
GPN 8524,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,3/5/2020,SL 26,11/27/2019,99
GPN 8525,Active,Country 3,Rank 8,Silver,Approved,Emerging Technology,Robotic process automation,Robotic process automationSilver,TECHNOLOGY,4/10/2020,SL 26,12/17/2019,115
GPN 8526,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,2/17/2020,SL 26,2/6/2020,11
GPN 8527,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/6/2020,SL 26,5/2/2020,4
GPN 8528,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,1/15/2020,SL 20,9/9/2019,128
GPN 8529,Active,Country 3,Rank 8,Silver,Approved,Analytics,Data visualization,Data visualizationSilver,TECHNOLOGY,3/10/2020,SL 26,12/12/2019,89
GPN 853,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,3/15/2019,SL 20,6/25/2018,263
GPN 8530,Active,Country 3,Rank 15,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,7/8/2020,SL 15,2/4/2019,520
GPN 8531,Active,Country 3,Rank 9,Bronze,Approved,Sector,WAM - Financial products,WAM - Financial productsBronze,BUSINESS,2/17/2020,SL 20,11/21/2019,88
GPN 8532,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,3/5/2019,SL 26,1/29/2019,35
GPN 8533,Active,Country 3,Rank 8,Silver,Approved,Emerging Technology,Robotic process automation,Robotic process automationSilver,TECHNOLOGY,4/9/2020,SL 26,2/6/2020,63
GPN 8534,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,5/11/2020,SL 20,5/7/2020,4
GPN 8535,Active,Country 3,Rank 15,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/29/2020,SL 20,5/28/2020,1
GPN 8536,Active,Country 3,Rank 8,Bronze,Approved,Transformative leadership,Inclusion and Belonging,Inclusion and BelongingBronze,LEADERSHIP,5/14/2020,SL 26,2/10/2020,94
GPN 8537,Active,Country 3,Rank 7,Bronze,Approved,Transformative leadership,Teaming,TeamingBronze,LEADERSHIP,6/1/2020,SL 20,3/9/2020,84
GPN 8538,Active,Country 3,Rank 7,Silver,Approved,Analytics,Data architecture,Data architectureSilver,TECHNOLOGY,6/6/2018,SL 20,4/8/2018,59
GPN 8539,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,4/25/2020,SL 20,4/22/2020,3
GPN 854,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,12/30/2019,SL 20,6/13/2019,200
GPN 8540,Active,Country 3,Rank 14,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/6/2020,SL 7,7/31/2019,280
GPN 8541,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,3/30/2020,SL 26,3/23/2020,7
GPN 8542,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,5/11/2020,SL 2,11/26/2019,167
GPN 8543,Active,Country 3,Rank 7,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,4/8/2019,SL 20,12/18/2018,111
GPN 8544,Active,Country 3,Rank 7,Bronze,Approved,Analytics,Information strategy,Information strategyBronze,TECHNOLOGY,2/24/2020,SL 20,1/29/2020,26
GPN 8545,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data architecture,Data architectureBronze,TECHNOLOGY,4/24/2020,SL 20,4/24/2020,0
GPN 8546,Active,Country 3,Rank 6,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,6/2/2020,SL 20,5/5/2020,28
GPN 8547,Active,Country 3,Rank 9,Bronze,Approved,Sector,WAM - Financial products,WAM - Financial productsBronze,BUSINESS,5/4/2020,SL 26,12/9/2019,147
GPN 8548,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,5/4/2020,SL 26,4/16/2020,18
GPN 8549,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,5/21/2020,SL 20,5/15/2019,372
GPN 855,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/6/2020,SL 25,3/27/2020,10
GPN 8550,Terminated,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,9/25/2019,SL 20,1/17/2019,251
GPN 8551,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,4/16/2020,SL 26,4/8/2020,8
GPN 8552,Active,Country 3,Rank 7,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,5/31/2019,SL 20,4/11/2019,50
GPN 8553,Active,Country 3,Rank 7,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/6/2019,SL 20,6/5/2019,1
GPN 8554,Active,Country 3,Rank 7,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,5/13/2020,SL 20,3/6/2020,68
GPN 8555,Active,Country 3,Rank 7,Silver,Approved,Analytics,Data visualization,Data visualizationSilver,TECHNOLOGY,6/30/2020,SL 20,4/23/2020,68
GPN 8556,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,3/29/2019,SL 20,3/13/2019,16
GPN 8557,Active,Country 3,Rank 8,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,4/28/2020,SL 20,3/31/2020,28
GPN 8558,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,1/23/2020,SL 20,1/21/2020,2
GPN 8559,Active,Country 3,Rank 9,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,4/15/2020,SL 20,3/21/2020,25
GPN 856,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,4/13/2020,SL 20,12/10/2019,125
GPN 8560,Terminated,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/24/2019,SL 20,6/21/2019,3
GPN 8561,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,6/26/2019,SL 26,6/25/2019,1
GPN 8562,Terminated,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,4/3/2018,SL 20,3/16/2018,18
